datetime,daily_active_addresses,network_growth,age_destroyed,average_token_age_consumed_in_days,transaction_volume,velocity,circulation_1d,daily_active_deposits,github_activity,exchange_funds_flow,priceBtc,priceUsd
2019-05-22,758.0,285.0,37159393.80307631,21.145625293251573,1757308.818620531,2.960378782571275,593609.4492253452,69.0,72.0,-83417.14144805024,0.00025405197935200003,1.9468020670000001
2019-05-23,745.0,257.0,26189660.748785913,14.527707628165118,1802738.6989817705,2.3386894063940815,770832.8836026718,72.0,88.0,-157779.57717837006,0.00024791796776399996,1.95187911851
2019-05-24,650.0,206.0,19133000.21062634,15.204161675521409,1258405.4694334338,2.4323934650851116,517352.75871142885,71.0,102.0,-100530.10618491509,0.000248562009068,1.98433219328
2019-05-25,629.0,173.0,31450622.122783776,47.30885341486913,664793.5820169101,2.1400850818410797,310638.8562107999,66.0,2.0,-22826.545039704437,0.000248423933603,1.99837230716
2019-05-26,580.0,181.0,19702069.47682234,20.96950827716464,939558.0104411652,2.1141291925496617,444418.44602128933,64.0,28.0,10126.369016148905,0.000244734818665,2.12196917357
2019-05-27,4968.0,1634.0,47211004.52446243,19.378245145333455,2436288.9503351892,2.498956845028556,974922.3781843066,141.0,78.0,87111.90944877785,0.000250664377369,2.20691145591
2019-05-28,1029.0,323.0,36917107.52355131,15.778858365832546,2339656.4356957152,2.743309302050422,852859.1486009227,128.0,119.0,35374.92700784041,0.0002591097096906089,2.25942675398
2019-05-29,943.0,266.0,29607502.426438,19.566014957506837,1513210.6609720527,2.2869217040865673,661680.1345966726,91.0,140.0,100412.78435319586,0.000267044748711,2.31206159277
2019-05-30,965.0,336.0,89887349.70633158,32.789496579582476,2741345.829697887,2.8719642997695836,954519.4659689271,132.0,112.0,232282.10220526168,0.00026104655139699997,2.1643607345399998
2019-05-31,691.0,230.0,16210869.180512512,17.38760998659545,932323.027317146,1.7907435831662497,520634.576653732,73.0,75.0,8143.474322584554,0.00027001437048299997,2.31101735024
